index,Diff_VIX_1d,Diff_VIX_1w,Diff_VIX_2w,Diff_V2X_1d,Diff_V2X_1w,Diff_V2X_2w,Diff_EURUSD_1d,Diff_EURUSD_1w,Diff_EURUSD_2w,Diff_EURUSDV1M_1d,Diff_EURUSDV1M_1w,Diff_EURUSDV1M_2w,Diff_USGG10YR_1d,Diff_USGG10YR_1w,Diff_USGG10YR_2w,Diff_USGG2YR_1d,Diff_USGG2YR_1w,Diff_USGG2YR_2w,Diff_GDBR10YR_1d,Diff_GDBR10YR_1w,Diff_GDBR10YR_2w,Diff_GDBR2YR_1d,Diff_GDBR2YR_1w,Diff_GDBR2YR_2w,Diff_SX5E_1d,Diff_SX5E_1w,Diff_SX5E_2w,Diff_SPX_1d,Diff_SPX_1w,Diff_SPX_2w,Diff_SRVIX_1d,Diff_SRVIX_1w,Diff_SRVIX_2w,Diff_CVIX_1d,Diff_CVIX_1w,Diff_CVIX_2w,Diff_MOVE_1d,Diff_MOVE_1w,Diff_MOVE_2w
1827,0.32,-3.99,-2.45,1.3674,-6.7219,-6.2852,-0.0021,0.0192,-0.0061,0.45,-0.9575,-0.8925,0.0136,0.1203,0.0399,0.016,0.0244,0.0266,0.033,-0.004,-0.053,0.014,0.022,0.044,-33.95,99.21,-74.97,-9.11,25.36,-15.65,0.86,0.9,0.06,0.08,-0.81,-0.56,2.3,1.3,-5.6
1828,-1.87,-0.36,5.46,0.0764,-4.081,2.5883,-0.0058,-0.0089,-0.0288,-0.0475,0.285,0.6075,0.0525,0.0303,0.2345,0.0403,0.0952,0.1303,-0.003,0.072,0.153,0.029,0.173,0.254,5.43,72.12,-6.32,11.75,30.68,-3.51,0,0,0,-0.1977,-0.1875,0.4486,-0.7,-6.7,8.1
1829,0.03,1.72,0.61,-0.0728,2.8526,1.8575,-0.0007,-0.0058,-0.0111,0.05,0.065,0.1775,0.0155,-0.0599,-0.0481,-0.0039,-0.0073,-0.0108,-0.019,-0.018,-0.001,-0.02,-0.018,-0.027,5.96,-80.57,-93.18,-2.82,-41.61,-39.23,0.08,3.01,3.69,0.03,-0.09,0.04,2.489,7.4549,6.3659
1830,-2.17,-4.12,-5.24,0.2017,-3.4763,-5.9746,0.0039,0.0047,-0.0183,-0.2675,-0.1975,-0.4125,0.075,0.2204,0.2681,0.0325,0.0843,0.0843,0.074,0.181,0.223,0.052,0.071,0.008,22.3,99.6,260.44,17.89,38.63,90.62,0,0,0,-0.1736,-0.3871,-0.6556,1.9,3.6,-0.4
1831,1.4,3.86,5.89,2.3208,7.5222,8.1987,0.0029,-0.0142,-0.0132,0.04,0.4375,0.575,-0.0633,-0.0952,-0.0405,-0.0258,-0.0576,-0.0294,-0.056,-0.105,-0.038,-0.008,-0.018,0.002,-102.21,-162.13,-176.75,-35.69,-63.53,-81.75,-0.12,1.08,1.36,0.08,0.41,0.45,1.4097,0.6434,4.1841
1832,-1.24,-3.04,0.78,-1.9918,-2.288,0.4153,0.0026,0.0206,0.0103,-0.0496,-0.0496,0.1004,0.0267,-0.302,-0.0906,0.0503,-0.0937,0.067,0.035,-0.115,-0.124,0.038,-0.053,-0.003,75.89,130.16,-14.04,13.57,37.95,-2.76,0,0,0,-0.074102,-0.168349,-0.055512,-3.6,-29.9,-13.1
1833,-0.44,-1.14,-10.62,1.5257,-2.1457,-10.7082,-0.0021,-0.0125,0.0039,0.34,-0.5075,-1.17,-0.0134,-0.124,-0.0908,-0.0041,-0.0143,-0.0076,0.012,-0.044,0.026,0.007,-0.003,0.041,-52.78,21.28,232.66,-0.47,29.85,173.23,0.03,-1.65,-1.42,0.19,-0.14,-0.66,-1.63,-4.11,-5.68
1834,0.39,-0.87,1.76,0.5433,-0.1337,2.5938,0.0004,0.0025,0.0454,0.865,1.25,0.05,-0.0193,0.0384,0.1653,0,0.0197,0.0159,0.102,0.176,0.359,0.035,0.024,0.062,16.59,-14.49,124.52,2.38,-14.05,35.14,0,0,0,0.2097,0.6914,0.1,-1.1,5.4,8
1835,-0.15,-4.76,-8.59,-2.2958,-8.9537,-10.7538,0.01,0.0245,0.0516,-0.6325,-2.7075,-3.2275,-0.0367,-0.0272,0.1968,-0.0326,-0.0319,0.1351,0.027,0.042,0.218,0.011,0.084,0.272,50.05,159.1,268.34,-2.72,14.59,40.05,0,0,0,-0.4751,-1.0241,-2.1046,-0.2,-7.3,-15.9
1836,-0.57,-0.26,-1.65,-0.2934,0.235,-0.3321,-1.00E-04,-0.0079,-0.0024,0.0475,0.58,1.385,0.0367,0.0648,0.032,0.01,-0.0083,-0.0614,0.006,0.011,0.049,-0.01,-0.01,0.008,17.73,-0.6,35,2.91,-20.28,-13.57,-0.07,6.44,6.59,0.02,0.19,0.57,0.5619,1.0554,1.7366
1837,-1.15,-3.05,-1.5,0.7044,-3.9141,-0.831,-0.0014,-0.0057,-0.009,-0.065,-0.3825,0.1125,0.012,0.158,0.024,0.024,0.2654,0.1131,-0.009,0.008,-0.113,0.02,0.032,-0.038,-13.7,114.81,38.22,15.83,66.99,39.49,0.15,-0.19,-0.26,0.05,-0.01,0.41,-0.1009,-8.0725,-0.2661
1838,-2.84,-6.36,11.03,-4.3953,-11.6585,11.0322,-0.0119,0.0017,-0.0086,-0.3495,1.0755,1.563,0.0865,0.5375,0.8149,0.0328,0.109,0.2269,0.012,0.283,0.415,0.037,0.129,0.032,91.6,290.52,26.12,22.54,73.26,-22.95,0,0,0,0.0214,0.3581,1.5374,1.1,-23.4,-24.5
1839,1.07,-2.91,2.64,1.251,-3.4438,4.2939,0.0022,0.0355,0.0091,0.055,-1.39,1.46,-0.1391,-0.0239,-0.3528,-0.0786,0.0001,-0.0789,-0.159,-0.118,-0.396,-0.036,0.074,0.061,-18.65,88.38,-63.37,-17.62,0.18,-43.02,0,0,0,0.037,-0.7885,0.0839,-10.2,-11.1,-19.6
1840,3.16,7.81,6.82,3.2499,7.3233,7.6465,-0.0052,-0.0283,-0.0226,1.0075,2,2.495,-0.1464,-0.0872,0.0539,-0.064,-0.0078,0.0457,-0.043,-0.104,-0.08,-0.028,-0.013,-0.102,-52.06,-162.05,-148.12,-31.15,-58.92,-36.35,0,0,0,0.7353,1.4715,1.6522,3.3,10.6,21.4
1841,0.7,1.22,-2.04,1.0939,2.7925,-0.0911,-0.0051,-0.0229,-0.0064,0.31,0.105,0.19,0.0043,-0.1443,-0.1147,-0.0021,-0.0343,-0.0293,-0.013,-0.145,-0.067,-0.003,-0.051,-0.033,-30.54,-113.29,-34.04,-0.28,-28.35,23.81,0.84,-1.85,-1.74,0.06,0.13,-0.03,-1.8,-9.1,-7.5
1842,0.27,0.05,-2.47,-2.8361,-0.7398,-3.5356,0.0009,-0.0158,-0.0149,-0.365,-1.0175,-1.0475,-0.0016,-0.1286,-0.0591,0.0039,0.0017,0.0374,-0.017,-0.041,0.048,-0.012,-0.008,0.028,35.25,-11.48,41.95,16.72,-60.77,-25.11,-0.29,-3.57,-3.26,-0.2,-0.59,-0.93,-1.2,-4.25,-7.88
1843,0.89,1.14,1.27,1.1145,1.2207,-2.8992,0.0151,0.02,0.0091,-0.325,-0.795,-1.655,-0.0549,0.0167,-0.0741,-0.016,0.0358,-0.0128,0.003,0.056,-0.002,-0.006,-0.01,-0.023,-39.16,-60.92,18.14,-9.28,-24.73,-26.06,2.27,3.01,2.7,-0.12,-0.01,-0.38,1.2507,7.0289,7.0802
1844,-0.42,1.73,13.93,1.8075,1.2419,14.1714,-0.0056,-0.0741,-0.1023,0.74,-3.09,-4.8475,0.0979,0.2251,0.5678,0.0961,0.2038,0.1198,-0.078,-0.042,0.218,-0.044,0.136,0.459,-31.51,41.81,51.63,21.03,41.13,38.07,0,0,0,0.2396,-1.3044,-2.0205,-1.3,-1.1,18.8
1845,-1.11,0.51,1.01,0.2415,0.0233,0.1787,-0.0052,-0.0013,-0.0202,-0.165,-0.94,1.17,0.0722,0.0584,0.0143,0.0162,0.0408,0.0231,0.047,-0.012,-0.064,0.009,0.082,-0.048,57.2,-11.4,-50.12,31.6,2.81,-5.05,0,0,0,-0.3772,-0.5052,0.6945,-3.1,-0.7,2.2
1846,1.44,0.35,-12.67,0.4675,-0.923,-14.5248,0.0043,0.0118,0.0039,-0.04,-0.315,-1.16,-0.0327,0.0396,0.2485,-0.0203,0.0118,0.1986,-0.013,0.016,0.121,-0.002,0.008,0.05,-28.59,-10.7,253.33,-21.7,-12.54,229.54,0.13,-0.35,-2.51,0.07,-0.14,-0.65,1.37,-2.77,-22.49
1847,-0.96,-0.88,-7.09,-1.3153,1.3906,-11.5012,-0.0042,0.0137,0.0014,-0.18,0.465,-0.235,-0.071,-0.093,0.0458,-0.0276,-0.159,-0.1079,-0.028,-0.013,0.077,-0.007,0.003,0.021,18.02,2.94,268.03,14.12,7.25,77.93,-0.96,-0.85,-4.35,0.14,-0.25,-0.5,-0.7092,3.7895,-11.0688
1848,-2.35,-0.43,0.63,-3.8595,-1.0953,0.4182,0.0022,-0.0165,-0.023,-0.965,-0.775,0.03,0.0304,-0.0896,-0.1064,-0.008,-0.0371,-0.0361,-0.008,-0.231,-0.257,-0.01,-0.045,-0.052,58.02,-63.9,-135.25,12.14,-23.31,-28.33,-0.18,-1.58,-3.06,-0.66,-0.54,-0.19,-0.3,-8.4,-10.6
1849,-0.42,-1.14,-0.55,0.7994,1.1872,1.0959,0.0021,-0.0095,0.0023,0.0425,-0.135,-0.115,0.0256,0.0418,0.0461,0.0061,0.0163,0.0322,-0.026,0.005,0.108,-0.02,-0.025,0.073,-0.93,-39.84,-53.5,7.35,-3.17,-12.26,0.55,1.08,2.86,0.14,0.05,0.05,1.8,2.5,1.3
1850,0,0.22,-0.8,-1.0796,1.5762,-0.433,0.0038,0.0103,0.0224,-0.28,0.3825,0.1475,0.0262,0.0304,0.1388,0.0078,0.0154,0.039,0.079,0.087,0.189,0.021,0.046,0.084,17.26,-51.05,16.28,0,-2.26,32.09,0,-0.31,3.89,-0.09,0.17,0.1,1.9,0.7,13.9
1851,-1.74,-4.06,-6.13,-1.5255,-6.6679,-7.0594,-0.0006,0.0128,0.0024,0,-0.6004,-0.7,0.0392,0.1457,0.2106,0.043,0.1955,0.2714,0.009,0.136,0.117,0.018,0.165,0.146,70.69,243.57,279.97,30.53,67.66,73.9,0,0,0,-0.114619,-0.860018,-1.276805,-1.4,-22.6,-22.2
1852,2.62,4.67,4.77,1.6146,3.1226,3.4598,-0.008,-0.0092,-0.0084,0.0125,0.7225,0.985,-0.0052,-0.026,0.018,-0.0021,-0.0255,-0.0216,-0.025,-0.019,0.038,-0.018,-0.021,0.013,-24.79,-22.33,-4.8,-16.01,-49.35,-64.34,0.34,1.17,1.16,0.04,0.38,0.35,1.154,4.6587,4.9815
1853,0.53,2.45,0.65,1.8822,3.8207,3.3382,-0.0016,-0.0022,0.0052,0.35,0.81,0.1075,-0.0223,-0.1821,-0.0791,-0.0039,-0.0198,-0.0078,-0.032,-0.098,0.011,-0.024,-0.045,0.012,-63.24,-98.93,-85.69,-14.59,-31.02,-26.9,-0.14,-1.28,-1.4,0.43,0.38,0.23,-2.6,-1.2,-2
1854,-1.03,-2.92,-3.43,0.1143,-1.9918,1.3169,0.0059,0.0241,0.0274,-0.3975,-0.63,-1.095,0.0175,0.0731,0.0714,0,-0.02,-0.0365,0.024,0.072,0.074,0.02,0.019,0.029,10.48,57.44,43.26,9.14,33.06,47.09,0,0,0,-0.11,-0.86,-1.09,-1,-10,-13.1
1855,-0.21,-4.42,-4.14,-0.1078,-4.8142,-2.9266,0.002,-0.0068,-0.0067,0.0325,-0.285,-0.3525,-0.024,0.0257,-0.1002,-0.044,0.0439,-0.0698,0,-0.024,-0.077,-0.004,-0.004,-0.004,-7.3,94.56,33.77,-13.11,47.32,8,0.27,-0.37,-0.05,0.13,-0.12,-0.17,2.77,-4.23,-6.7
1856,0.23,-2.29,-5.1,0.8302,-1.9964,-2.7025,0.0022,-0.0017,-0.006,-0.025,-0.285,-0.555,0.0447,0.0899,0.0734,0.0042,0.0136,-0.0108,0.072,0.138,0.114,0.015,0.029,0.035,-16.58,13.2,-16.69,4.42,20.29,25.72,0.65,-0.39,-0.21,-0.01,0.02,-0.07,0.5255,-4.809,-4.94
1857,-0.05,1.41,0.18,-0.1301,1.1968,0.2936,-0.0011,0.0206,0.0147,0.35,0.55,0.3,0.0451,0.0152,0.1011,0.0727,-0.0344,0.1757,-0.023,-0.02,0.183,0.016,0.028,0.157,-20.37,-83.11,-7.2,1.47,-16.06,9.56,0,0,0,0.20192,0.47672,0.06248,0.9,19.2,9.9
1858,1.37,0.94,3.72,0.8989,3.3087,4.6533,0.0054,-0.0127,-0.0374,0.2,0.1675,-0.205,0.0129,-0.018,-0.1514,-0.0023,-0.0048,-0.0287,-0.008,-0.076,-0.175,-0.012,-0.059,-0.087,-0.49,-189.49,-356.69,-6.94,-81.22,-163.84,4.15,1.55,-1.06,-0.11,0.61,0.56,3.95,5.05,-5.56
1859,0.09,1.85,1.23,0.2496,2.1506,0.8583,0.0017,0.0092,0.0075,0.225,-0.05,0.525,-0.002,-0.1228,-0.1068,-0.0168,-0.1015,-0.1279,-0.031,-0.081,-0.048,-0.023,-0.034,-0.018,-6.16,-64.03,-17.28,0.73,-17.89,-10.12,0,0,0,0.2022,0.03939,0.354022,2.5,3.1,7.1
1860,-1.68,-5.83,-3.41,2.539,-0.7607,1.9911,-0.0039,0.0144,0.007,0.69,0.625,1.56,-0.107,-0.0707,-0.2084,-0.0569,-0.0735,-0.1743,-0.024,0.003,-0.045,-0.007,-0.069,-0.041,-13.34,100.11,193.81,8.35,56.25,82.36,0,0,0,0.5339,1.0023,1.4399,-7.7,-10.9,-12
1861,0.42,0.83,0.88,0.9245,1.0479,2.3671,0.0021,0.0055,0.0109,-0.075,0.52,0.72,0.0187,0.0731,0.114,0.002,-0.0042,-0.0164,0.02,0.046,0.054,0.004,0.01,0.013,-16.75,-24.26,-71.77,-6.08,-25.22,-44.55,0.62,3.41,1.95,0.01,0.39,0.54,-0.22,5.06,2.07
1862,0.19,0.26,0.4,-0.4222,0.2052,1.3199,0.0039,0.0125,0.0275,-0.3925,-0.79,-1.16,-0.0206,-0.1591,-0.2124,0.0038,-0.0209,-0.026,-0.003,-0.14,-0.086,0.003,-0.049,0.03,13.16,-21.56,-54.31,-3.08,-19.28,-53.05,-0.24,-0.59,-4.13,-0.26,-0.72,-1.3,-0.45,-6.2823,-12.287
1863,-0.92,0.11,0,-1.2928,0.1607,0.9042,-0.0003,0.0133,0.0196,-0.16,0.51,0.195,0.076,0.1216,0.119,0.0356,0.0836,0.0033,0.067,0.141,0.124,0.02,0.04,0.038,58.4,76.77,81.21,18.06,22.74,14.77,0,0.17,-0.28,0,-0.21,-0.46,-3.7325,0.5618,-2.2588
1864,1.1,3.01,1.41,1.7609,3.2368,1.7715,0.0127,0.0109,0.0147,0.575,0.275,1.125,-0.0035,-0.0732,-0.2667,0.0492,0.0174,-0.1883,-0.06,-0.017,-0.216,-0.101,-0.082,-0.282,-47.95,-67.66,-23.76,-11.42,-37.63,-18.69,0,0,0,0.54849,0.36788,1.01341,2.1,-4.9,-5.6
1865,0.68,-0.54,2.32,-0.0594,-0.9549,0.5498,-0.0057,-0.0089,-0.0053,-0.15,-0.205,-0.18,0.019,0.0526,-0.0153,-1.00E-04,0.0278,0.0036,-0.018,0.013,0.024,-0.005,0.014,-0.001,8.31,54.4,30.16,-6.92,14.43,-26.85,0.86,1.77,0.93,0.03,-0.09,0.12,-0.268,-3.4916,-1.1667
1866,-0.75,-2.99,-2.24,-0.2194,-1.6319,-4.5547,-0.0014,0.0041,0.0159,-0.365,-1.1425,-1.45,-0.0145,0.0248,0.1057,0.0062,0.0232,0.0691,0.003,0.002,0.127,-0.002,0.026,0.183,-1.41,-37.58,16.66,-0.85,-0.52,2.53,0,0,0,0.1283,-0.5015,-0.5746,1.7,-7.2,-6.7
1867,-0.04,-0.01,1.67,2.7645,2.0709,4.6029,0.0069,0.0025,-0.0044,0.09,-0.025,0.585,-0.0462,-0.0819,-0.0282,-0.0284,-0.0173,0.0261,-0.01,-0.107,-0.131,0.016,0.026,0.039,-49.93,-21.96,-84.06,-5.6,-1.77,-35.86,-0.03,-0.93,0.36,0.1,0.09,0.32,-0.0348,-0.5368,4.1907
1868,0.63,-1.17,0.96,0.5339,-0.519,1.8314,-0.0026,0.0003,-0.0024,-0.175,-0.75,-0.35,0.0571,0.0614,-0.0293,0.0391,-0.0347,-0.1596,0.006,0.051,0.033,0.009,0.052,0.008,-24.58,-57.18,-78.21,-5.96,-14.18,-37.05,0,0,0,0.004089,-0.039251,0.403549,1.6,3.1,18.3
1869,-0.57,-1.54,-3.85,-0.359,-2.1795,-3.2918,-0.0035,-0.0093,-0.016,-0.0125,0.21,-0.1775,-0.0141,-0.0575,-0.1776,0.0039,-0.0054,-0.0515,-0.05,-0.105,-0.179,-0.024,-0.039,-0.098,-6.51,53.7,48.35,1.18,17.87,36.73,0.23,-0.89,-10.32,0.49,0.25,-0.01,0.7838,-3.7934,-18.6578
1870,-3.47,-4.5,3.49,-0.8724,-6.4245,4.7596,0.0019,0.0342,0.0043,-0.6925,-1.4375,2.32,0.0257,0.1426,0.0319,0,0.0557,0.04,-0.015,0.097,0.022,0.015,0.031,0.019,3.68,80.29,-73.2,18.7,38.94,-0.22,0,0,0,-0.1988,-0.6611,1.5088,1.8,6,9.2
1871,1.35,2.09,3.16,1.9547,2.8274,3.7129,0.0047,-0.0043,-0.0053,0.1575,0.275,0.4775,-0.0158,0.1025,0.0796,0,0.0115,0.0205,0.022,0.078,0.078,0.004,0.01,0.032,-24.68,-25.86,-65.36,-27.13,-64,-89.88,1.13,2.9,1.3,0,0.3,0.43,0,3.11,3.81
1872,0.63,1.77,4.25,-0.9328,-1.4214,0.5666,0.0025,0.0154,0.0156,0.0175,-0.1875,0.3475,-0.0128,0.075,0.0383,0.0039,0.0164,-0.0054,0.03,0.12,0.064,0.01,0.031,0.023,30.52,34.97,-78.42,2.36,5.94,-104.41,0.21,3.32,-4.72,0.01,0.03,0.4,1.68,10.94,5.49
1873,-0.39,1.03,1.96,-0.3809,0.1002,-0.0768,0.0013,-0.0076,-0.0041,-0.03,0.57,0.2025,0.0226,0.1279,0.0897,0.0041,0.0448,-0.0132,0.034,0.132,0.109,0.01,0.033,0.038,3.45,-7.57,-30.19,-0.64,-6.98,-22.08,0.03,1.86,1.28,-0.11,0.13,0.15,0.6034,10.3724,8.796
1874,-5.21,-2.91,-1.55,0.0156,-0.2854,0.5034,0.0042,0.0061,0.0083,-0.29,-0.265,-0.125,0.041,0.0159,0.0575,0.008,-0.0038,0.0148,0.015,0.009,0.054,0,-0.006,0.016,8.76,58.31,-49.96,36.49,33.6,6.61,1.76,1.67,2.48,-0.13,-0.36,0.08,0.7728,1.8084,2.8819
1875,-0.18,-0.73,-4.03,-2.0472,-0.0131,-4.6263,0.0024,0.0046,0.003,0.35,0.62,0.5575,0.0292,-0.0083,0.0324,-0.002,-0.0113,0.0062,0.024,-0.057,0.001,0.006,-0.025,0.03,43.64,-39.14,-20.15,-10.66,-103.88,-205.99,0.12,-1.57,-1.83,0.14,0.58,0.48,0.02,-3.39,-0.26
1876,1.54,2.42,6.28,0.4096,-0.6402,-0.5197,-0.0042,-0.0038,-0.0066,0.25,-1.0975,1.2375,-0.0235,-0.3368,-0.4097,-0.0098,-0.2029,-0.1923,-0.011,-0.053,-0.032,-0.002,0.019,0.039,-18.67,3.69,-81.86,-25.86,-51.75,-102,0,-3.35,-1.39,0.3483,0.24,1.0064,0.1342,-6.8052,-3.0932
1877,-0.11,-1.25,-0.48,1.0247,1.957,0.739,-0.0016,0.0209,0.016,0.2275,-1.0875,-0.94,0.0249,-0.0825,-0.1713,0.0079,-0.0321,-0.0125,-0.024,-0.065,-0.13,-0.012,0.043,0.026,-38.55,-65.14,-41.44,1.56,13.84,3.3,0.17,-0.17,-0.94,0.11,-1.4,-1.27,-3.5492,-0.1572,-5.7393
1878,0.77,2.68,3.84,0.7402,4.0283,4.4792,-0.0013,-0.0032,-0.0083,0.13,0.13,0.29,-0.0389,0.0622,-0.0963,-0.0123,-0.0547,-0.0963,-0.034,0.006,-0.081,-0.013,-0.012,-0.057,25.05,-50.72,-60.45,8.42,-38.5,-136.43,0.31,0.99,-1.13,0.25,-0.01,0.06,1.26,1.56,-4.56
1879,-2.39,-4.73,-2.61,-4.3838,-14.0562,-6.2142,0.0068,0.0112,-0.0034,-1.515,-2.2475,0.0325,0.0463,0.1079,-0.0591,0.0405,0.0816,-0.0118,0.013,0.057,-0.06,-0.001,0.058,0.021,77.92,169.73,-48.83,19.41,37.49,2.16,-0.16,-1.12,0.32,-0.93,-1.11,0.32,-4.538,-12.9838,-3.4845
1880,-0.18,0.36,1.86,-1.0898,-2.0607,-0.3562,0.0009,-0.0074,-0.0098,0.15,0.2125,0.7525,0.0228,0.0246,0.0546,0.004,0.0039,0.0044,0.03,0.052,0.087,0.008,0.017,0.067,39.21,82.97,60.36,5.64,18.81,-15.04,0,0,0,-0.02,0.23,0.63,1.4,2,6.9
1881,-0.64,-3.26,-4.08,-0.4963,-4.2712,-3.4071,0.0057,0.0078,-0.0015,-0.17,-1.33,-0.7875,0.0554,0.127,0.1746,0.0409,0.1111,0.1511,0.05,0.097,0.087,0.019,0.011,-0.003,8.11,47.29,110.93,25.82,76.63,156.9,0.06,-0.55,-2.5,-0.06,-0.88,-0.51,-1.9597,-4.6394,-6.0607
1882,-0.38,-1.45,-0.33,-0.21,-2.8022,-2.6825,0.0027,0.0055,-0.0147,-0.01,-0.2125,0.3025,-0.0248,0.0295,0.1537,-0.0145,0.007,0.1359,0.019,0.05,0.099,0.003,0.004,-0.004,-2.46,62.04,86.49,1.8,14.55,-14.53,1.22,0.91,2.31,-0.75,-1.6,-1.29,-0.2951,-3.8651,5.4663
1883,-0.12,0.6,-1.24,0.9525,1.3757,-3.5582,0.0204,0.0366,0.0432,-1.27,-1.5575,-1.0075,-0.0549,0.0245,0.0543,-0.0366,-0.0375,-0.068,0.054,0.043,0.108,0.014,0.016,0.02,-81.3,-66.19,14.18,1.37,3.14,17.47,-0.4,-0.07,-1.75,-0.71,-0.39,-0.95,0.5696,0.5668,4.6944
1884,0.54,0.84,-1.06,0.0718,0.2796,-2.8245,0.0026,-0.0215,-0.0447,0.105,1.28,-0.055,-0.0701,-0.0947,-0.2766,-0.0284,-0.0448,-0.1068,-0.064,-0.062,-0.415,-0.008,0.005,-0.046,-5.11,3.96,172.82,-10.67,-17.47,7.83,-0.31,-0.74,-1.93,0.02,0.67,0.2,0,0.0786,-14.7165
1885,0.49,-0.85,-1.66,-0.4595,-1.2945,-2.8758,-0.006,0.0038,-0.0042,-0.1125,-0.2,0.1,0.0678,0.058,0.2371,0.0322,0.132,0.256,-0.007,-0.04,0.116,0.019,0.017,0.064,26.08,35.45,83.34,4.77,20.25,29.76,0,0,0,-0.185915,-0.088695,0.113305,1.2,8.6,15
1886,-0.18,0.25,-1.25,-0.4741,2.6442,0.4129,0.0039,0.0049,0.0065,-0.4975,0.5875,0.575,-0.0508,-0.1273,-0.1211,-0.0138,-0.0458,-0.0945,-0.011,-0.021,0.004,0.003,0.002,0.034,-3.2,-60.66,-16.82,-1.4,-27.7,-14.21,-0.84,-1.75,1.64,-0.21,0.38,0.31,-1.4325,0.9659,0.2216
1887,0.6,1.38,2.04,1.4098,3.2662,4.1688,-0.0107,-0.006,-0.0146,0.47,0.665,1.83,0.0207,0.0302,-0.0948,0.0079,-0.0314,-0.1276,0.009,-0.013,-0.069,-0.012,-0.034,-0.096,-44.05,-131.68,-211.32,-1.55,-20.03,-47.3,0,0,0,0.0875,0.1088,0.7709,1,6.1,6.6
1888,0.04,-0.17,-2.18,0.352,-0.6979,-4.9709,-0.009,-0.0147,-0.0146,0.2125,0.1025,0.1925,-0.0089,-0.0986,-0.0059,0.0037,-0.0205,-0.0174,-0.062,-0.085,0.021,-0.039,-0.076,-0.052,-14.29,-9.59,115.4,-5.16,-22.74,7.95,-0.14,-1.8,-0.57,-0.02,0.23,0.12,0.4745,-2.8383,0.6571
1889,-0.78,1.2,2.9,0.9997,1.89,5.0764,0.0015,0.0109,0.0128,0.545,0.97,1.2575,0.0258,-0.0361,-0.1195,0.0079,-0.0038,-0.0158,-0.003,-0.006,-0.03,0.032,0.034,0.013,-21.66,-68,-92.84,1.31,-25.47,-38.53,0,2.23,0.97,0.22,0.46,0.57,1.4,-1.1,2.7
1890,-0.39,-2.37,-4.01,0.704,-1.2168,-5.0816,0.0062,0.0263,0.0327,-1.7,-1.74,-2.0875,-0.0396,-0.1727,-0.0967,-0.0126,-0.129,-0.0979,-0.016,-0.104,0.027,0.016,0.024,0.06,-8.18,16.14,72.27,-5.74,25.47,50.86,0.08,0.79,0.52,-0.26,-0.47,-0.42,-0.0876,1.4291,5.5223
1891,-0.9,-0.48,1.03,-0.4985,0.4127,0.5653,0.0012,-0.0071,-0.0158,-0.15,-0.1254,-0.4,0.05,0.1056,-0.0524,0.0429,0.0492,-0.0761,0.031,0.079,-0.024,0.017,0.001,-0.074,8.23,-10.41,-45.09,4.82,-0.79,-27.88,0,0,0,-0.101553,-0.152836,-0.250665,-2.7,-1.2,1.9
1892,-0.18,-0.47,-0.57,0.2964,-0.4621,-0.6427,-0.0018,-0.0023,-0.0075,0.025,0.325,0.5246,-0.0223,-0.0573,-0.1663,-0.0004,-0.0639,-0.1685,-0.03,-0.064,-0.158,-0.032,-0.062,-0.149,-29.81,-4.93,-43.3,1.84,6.01,-6.83,0,0,0,-0.013337,0.144883,0.399113,-1.4,-1.9,-0.7
1893,0.58,1.26,2.31,-0.1381,0.5226,2.4448,0.0004,-0.0033,-0.0023,-0.385,0.165,0.305,0.012,0.0348,-0.0539,0.0081,0.0226,0.0178,0.019,0.047,0.008,0.011,0.022,0.024,-8.46,-142.22,-175.36,-7.25,-38.36,-62.25,0.05,0.79,-0.14,0.09,0.72,0.52,0.7301,1.6628,1.821
1894,-0.33,0.41,-3.34,2.7552,1.8255,-0.0515,0.0066,0.0136,0.026,0.0475,0.3825,0.99,0.0346,-0.0112,0.1017,-0.0051,-0.0616,-0.0273,0.058,0.058,0.12,0.011,-0.035,-0.002,-37.17,-42.36,-9.53,-1.02,27.24,53.53,1.51,3.9,2.98,0.07,0.41,0.53,3.6466,5.5346,3.0133
1895,-1.95,-0.55,-1.8,-7.2313,-5.1579,-4.1672,0.0099,0.0209,0.0124,-0.5825,-0.12,-0.9175,0.0279,0.0393,-0.0068,0.002,0.0102,0.0102,0.045,0.044,0.051,0.029,0.011,0.013,122.74,146.63,92.76,38.41,21.01,-28.97,-0.44,-0.52,-1.04,0.02,-0.05,0.29,-1.39,0.27,-2.73
1896,-0.2,1.04,2.52,-2.3287,-0.3597,2.7414,0.0018,0.0113,-0.0071,0.0275,0.1525,1.135,-0.0222,-0.232,-0.1478,-0.004,-0.123,-0.0483,-0.001,-0.187,-0.145,-0.003,-0.095,0.008,36.94,-15.89,-103.76,5.2,-16.91,-45.25,-0.96,-5.16,-3.61,-0.070001,0.28,0.89,-4.6818,-15.3428,2.4677
1897,3.01,7.96,9.26,4.8437,12.2656,10.7757,-0.0037,-0.0367,-0.0465,0.67,2.275,2.105,-0.067,-0.3289,-0.3556,-0.0041,-0.0491,-0.0145,-0.113,-0.363,-0.287,-0.038,-0.192,-0.124,-88.33,-224.88,-215.72,-20.08,-71.59,-101.43,0,0,0,0.4258,1.5651,1.5096,0.1,2.2,1.5
